,location,long,lat
17263,United States,-100.445882,39.7837304
17264,Cambridge Brooklyn,-0.03409154048867015,52.3171216
17265,USA,-100.445882,39.7837304
17266,,,
17267,Indiana USA,-86.1746933,40.3270127
17268,India,78.6677428,22.3511148
17269,Sorocaba Brasil,-47.4582864,-23.5003451
17270,Gaziabad,77.4120356,28.6711527
17271,Portland OR,-122.674194,45.5202471
17272,New York NY,-74.0060152,40.7127281
17273,United States,-100.445882,39.7837304
17274,Mumbai India,72.878176,19.0785451
17275,Nationwide,-1.776962348126316,51.5382464
17276,Dallas TX,-96.7968559,32.7762719
17277,Austin TX,-97.7436995,30.2711286
17278,Rural California,-116.621384247463,32.3704393
17279,United States,-100.445882,39.7837304
17280,New Delhi India,77.2090057,28.6138954
17281,San Francisco CA,-122.419906,37.7790262
17282,Mumbai,72.878176,19.0785451
17283,Global,-79.34914879325001,43.7283874
17284,San Francisco CA,-122.419906,37.7790262
17285,UT 33662014117746615,117.1129986,-0.2862341
17286,Melbourne Beach FL USA,-80.5603303,28.0683496
17287,,,
17288,Global citizen,,
17289,Pakistan,71.247499,30.3308401
17290,,,
17291,India,78.6677428,22.3511148
17292,,,
17293,,,
17294,,,
17295,,,
17296,United States,-100.445882,39.7837304
17297,,,
17298,,,
17299,Mountain View CA,-122.0832101,37.3893889
17300,Chennai India,80.270186,13.0836939
17301,,,
17302,ChennaiTamil Nadu,,
17303,,,
17304,,,
17305,Washington DC,-77.0365427,38.8950368
17306,India,78.6677428,22.3511148
17307,San Diego CA,-117.1627728,32.7174202
17308,Los Angeles CA,-118.242766,34.0536909
17309,,,
17310,Delhi,77.2219388,28.6517178
17311,west seattle,-122.3865166,47.5709315
17312,Cairo Egypt,31.2357257,30.0443879
17313,,,
17314,Boulder Colorado,-105.270241,40.0154155
17315,Chicago IL,-87.6244212,41.8755616
17316,Analog Digital Space,,
17317,USA,-100.445882,39.7837304
17318,,,
17319,Anywhere,33.8624178,-14.1601396
17320,India,78.6677428,22.3511148
17321,Delaware USA,-75.4013315,38.6920451
17322,Houston TX,-95.3676974,29.7589382
17323,New York USA,-74.0060152,40.7127281
17324,Kentucky USA,-85.1551411,37.5726028
17325,Boston MA,-71.060511,42.3554334
17326,Los Angeles CA,-118.242766,34.0536909
17327,Pennsylvania USA,-77.7278831,40.9699889
17328,Johannesburg,28.049722,-26.205
17329,,,
17330,Chicago IL,-87.6244212,41.8755616
17331,,,
17332,Mumbai India,72.878176,19.0785451
17333,Amsterdam Nederland,4.8924534,52.3730796
17334,London United Kingdom,-0.12765,51.5073359
17335,United States,-100.445882,39.7837304
17336,India,78.6677428,22.3511148
17337,Los Angeles CA,-118.242766,34.0536909
17338,India,78.6677428,22.3511148
17339,Birmingham England,-1.9026911,52.4796992
17340,New Delhi,77.2090057,28.6138954
17341,,,
17342,Essex Vermont USA World,,
17343,India,78.6677428,22.3511148
17344,Noida,77.3271074,28.5707841
17345,Mumbai,72.878176,19.0785451
17346,Raindrops Metaverse,,
17347,,,
17348,Guwahati India,91.753943,26.1805978
17349,Chennai India,80.270186,13.0836939
17350,San Francisco CA,-122.419906,37.7790262
17351,India,78.6677428,22.3511148
17352,Chandigarh,76.78414567016054,30.72984395
17353,India,78.6677428,22.3511148
17354,India,78.6677428,22.3511148
17355,Bangalore,77.590082,12.9767936
17356,India,78.6677428,22.3511148
17357,Earth,-102.4107493,34.2331373
17358,Mumbai,72.878176,19.0785451
17359,,,
17360,,,
17361,,,
17362,Mumbai,72.878176,19.0785451
17363,Bali Indonesia,6.139014,46.2188724
17364,Punjab,75.5004841,30.9293211
17365,India,78.6677428,22.3511148
17366,Gurgaon India,77.00270014657752,28.42826235
17367,India,78.6677428,22.3511148
17368,Champawat UK LucknowUP,,
17369,,,
17370,,,
17371,,,
17372,,,
17373,New Delhi India,77.2090057,28.6138954
17374,Chennai India,80.270186,13.0836939
17375,Pakistan,71.247499,30.3308401
17376,,,
17377,Mumbai India,72.878176,19.0785451
17378,Mumbai,72.878176,19.0785451
17379,,,
17380,,,
17381,,,
17382,,,
17383,,,
17384,,,
17385,,,
17386,,,
17387,,,
17388,,,
17389,,,
17390,,,
17391,,,
17392,,,
17393,,,
17394,,,
17395,,,
17396,,,
17397,,,
17398,,,
17399,,,
17400,,,
17401,,,
17402,,,
17403,,,
17404,,,
17405,,,
17406,,,
17407,,,
17408,,,
17409,,,
17410,,,
17411,,,
17412,,,
17413,,,
17414,,,
17415,,,
17416,,,
17417,,,
17418,,,
17419,,,
17420,,,
17421,,,
17422,,,
17423,,,
17424,,,
17425,,,
17426,,,
17427,,,
17428,,,
17429,,,
17430,,,
17431,,,
17432,,,
17433,,,
17434,,,
17435,,,
17436,,,
17437,,,
17438,,,
17439,,,
17440,,,
17441,,,
17442,,,
17443,,,
17444,,,
17445,Space,149.1305008240921,-35.26562945
17446,,,
17447,,,
17448,New Delhi,77.2090057,28.6138954
17449,UK,-3.2765753,54.7023545
17450,Chennai India,80.270186,13.0836939
17451,,,
17452,,,
17453,Hyderabad India,78.46106473453146,17.38878595
17454,,,
17455,Web3,,
17456,Bangalore,77.590082,12.9767936
17457,Hyderabad India,78.46106473453146,17.38878595
17458,Thiruvanathapuramkerala Indi,,
17459,NJ NYC Philly AC Central NJ,,
17460,Boston area,-13.2370072,8.4865544
17461,India,78.6677428,22.3511148
17462,UK,-3.2765753,54.7023545
17463,Mumbai,72.878176,19.0785451
17464,,,
17465,India,78.6677428,22.3511148
17466,Bengaluru Karnataka India,77.590082,12.9767936
17467,India,78.6677428,22.3511148
17468,Kharkov Ukraina Kharkov Khark,,
17469,Bengaluru India,77.590082,12.9767936
17470,Pune India,73.8544541,18.521428
17471,DelhiNCR India,,
17472,New Delhi India,77.2090057,28.6138954
17473,Fort Worth TX,-97.3327459,32.753177
17474,,,
17475,Toronto Ontario,-79.3839347,43.6534817
17476,Canada,-107.991707,61.0666922
17477,California West Florida,-117.905321,34.0141376
17478,,,
17479,Mohali India,76.7176885,30.7041168
17480,Miami,-80.19362,25.7741728
17481,Thiruvanathapuramkerala Indi,,
17482,,,
17483,Nagercoil India,77.4290492,8.1880471
17484,Online,3.8595132132013186,43.59047185
17485,,,
17486,Bengaluru,77.590082,12.9767936
17487,Florida USA,-81.4639835,27.7567667
17488,India,78.6677428,22.3511148
17489,,,
17490,Chandler AZ,-111.84125,33.3061605
17491,India,78.6677428,22.3511148
17492,,,
17493,Burlington MA,-79.4377991,36.0956918
17494,San Francisco CA,-122.419906,37.7790262
17495,San Francisco CA,-122.419906,37.7790262
17496,Rochester NY,-77.615214,43.157285
17497,United States of America,-100.445882,39.7837304
17498,Mumbai,72.878176,19.0785451
17499,US,-100.445882,39.7837304
17500,Zurich Switzerland,8.5410422,47.3744489
17501,,,
17502,Amsterdam The Netherlands,4.8924534,52.3730796
17503,Exit Twitter Enter Email,,
17504,Washington DC,-77.0365427,38.8950368
17505,Opensea,15.236132839431535,38.22783255
17506,,,
17507,,,
17508,Gaya Bihar,85.0079563,24.7964355
17509,Earth mostly,,
17510,Opinions I share are mine,,
17511,Thiruvanathapuramkerala Indi,,
17512,Berlin Germany,13.3888599,52.5170365
17513,Hyderabad India,78.46106473453146,17.38878595
17514,,,
17515,Dhaka Bangladesh,90.389015,23.7644025
17516,,,
17517,Toronto Ontario,-79.3839347,43.6534817
17518,Riverside CA,-117.3961623,33.9533546
17519,Birmingham MI,-86.8024326,33.5206824
17520,,,
17521,,,
17522,New York NY,-74.0060152,40.7127281
17523,Washington DC,-77.0365427,38.8950368
17524,Houston TX,-95.3676974,29.7589382
17525,Casper Wyoming,-106.325138,42.8501191
17526,,,
17527,,,
17528,Hartford CT,-72.0243982,41.3403944
17529,,,
17530,Paramus NJ,-74.0735899,40.9452911
17531,Virtual OfficeWallingford PA,,
17532,New Delhi India,77.2090057,28.6138954
17533,MumbaiIndia,,
17534,Bangalore,77.590082,12.9767936
17535,,,
17536,Bengaluru India,77.590082,12.9767936
17537,Bengaluru,77.590082,12.9767936
17538,New Delhi India,77.2090057,28.6138954
17539,SoCal Rotating link below,,
17540,Santa TechLaw,,
17541,Charlotte NC,-80.8430827,35.2272086
17542,India,78.6677428,22.3511148
17543,,,
17544,Surat India,72.9544157804841,21.19177615
17545,Raj Bhavan Road Somajiguda,78.4556526,17.4286268
17546,Bengaluru India,77.590082,12.9767936
17547,Bhavnagar India,72.1416449,21.7718836
17548,Delhi India,77.1565959,28.6600584
17549,,,
17550,India,78.6677428,22.3511148
17551,Lagos Nigeria,3.3941795,6.4550575
17552,Chennai India,80.270186,13.0836939
17553,Delhi India,77.1565959,28.6600584
17554,Auckland,174.7631803,-36.852095
17555,Singapore,103.8194992,1.357107
17556,,,
17557,,,
17558,Bangalore,77.590082,12.9767936
17559,India,78.6677428,22.3511148
17560,India,78.6677428,22.3511148
17561,,,
17562,Chennai Tamil Nadu,80.24099949725411,13.035944350000001
17563,,,
17564,Global,-79.34914879325001,43.7283874
17565,Egypt,29.2675469,26.2540493
17566,india,78.6677428,22.3511148
17567,Hyderabad,78.46106473453146,17.38878595
17568,Plymouth England,-4.1425658,50.3712659
17569,,,
17570,New Delhi India,77.2090057,28.6138954
17571,Hell MI,-83.9849477,42.4347571
17572,,,
17573,India,78.6677428,22.3511148
17574,,,
17575,Middle East,-76.5888477,39.3014159
17576,Washington USA,-77.0365427,38.8950368
17577,Chennai India,80.270186,13.0836939
17578,National Capital Region,77.1072036056237,28.350168699999998
17579,Chennai India,80.270186,13.0836939
17580,,,
17581,Dubai UAE,55.18853865430702,25.074282349999997
17582,Noida India,77.3271074,28.5707841
17583,,,
17584,,,
17585,Northern Illinois USA,-88.0662396,41.8137876
17586,India,78.6677428,22.3511148
17587,Hyderabad India,78.46106473453146,17.38878595
17588,,,
17589,,,
17590,,,
17591,,,
17592,,,
17593,Bengaluru India,77.590082,12.9767936
17594,Jakarta Indonesia,106.827183,-6.1753942
17595,DelhiNCR India,,
17596,,,
17597,,,
17598,,,
17599,,,
17600,,,
17601,,,
17602,,,
17603,,,
17604,,,
17605,,,
17606,,,
17607,,,
17608,,,
17609,,,
17610,,,
17611,,,
17612,,,
17613,,,
17614,,,
17615,,,
17616,,,
17617,,,
17618,,,
17619,,,
17620,,,
17621,,,
17622,,,
17623,,,
17624,,,
17625,,,
17626,,,
17627,,,
17628,,,
17629,,,
17630,,,
17631,,,
17632,Dimapur Nagaland,93.721703,25.911744
17633,,,
17634,,,
17635,,,
17636,,,
17637,,,
17638,,,
17639,,,
17640,,,
17641,,,
17642,,,
17643,,,
17644,,,
17645,India,78.6677428,22.3511148
17646,,,
17647,,,
17648,,,
17649,,,
17650,,,
17651,,,
17652,,,
17653,,,
17654,,,
17655,,,
17656,,,
17657,,,
17658,,,
17659,,,
17660,,,
17661,,,
17662,,,
17663,,,
17664,,,
17665,,,
17666,,,
17667,,,
17668,,,
17669,,,
17670,,,
17671,,,
17672,,,
17673,,,
17674,,,
17675,,,
17676,,,
17677,,,
17678,,,
17679,,,
17680,,,
17681,,,
17682,,,
17683,,,
17684,,,
17685,,,
17686,,,
17687,,,
17688,,,
17689,,,
17690,Mumbai,72.878176,19.0785451
17691,New Delhi India,77.2090057,28.6138954
17692,,,
17693,,,
17694,,,
17695,,,
17696,,,
17697,,,
17698,,,
17699,,,
17700,,,
17701,,,
17702,,,
17703,,,
17704,,,
17705,,,
17706,,,
17707,,,
17708,,,
17709,,,
17710,,,
17711,Chennai India,80.270186,13.0836939
17712,,,
17713,,,
17714,,,
17715,,,
17716,,,
17717,,,
17718,,,
17719,,,
17720,,,
17721,,,
17722,,,
17723,,,
17724,,,
17725,,,
17726,,,
17727,,,
17728,,,
17729,,,
17730,,,
17731,,,
17732,,,
17733,,,
17734,,,
17735,,,
17736,,,
17737,,,
17738,,,
17739,,,
17740,,,
17741,,,
17742,,,
17743,,,
17744,,,
17745,,,
17746,,,
17747,,,
17748,,,
17749,,,
17750,,,
17751,London,-0.12765,51.5073359
17752,,,
17753,,,
17754,,,
17755,,,
17756,,,
17757,,,
17758,,,
17759,,,
17760,,,
17761,,,
17762,,,
17763,,,
17764,,,
17765,,,
17766,,,
17767,,,
17768,,,
17769,,,
17770,,,
17771,,,
17772,,,
17773,,,
17774,,,
17775,,,
17776,,,
17777,,,
17778,,,
17779,,,
17780,,,
17781,,,
17782,,,
17783,,,
17784,,,
17785,,,
17786,,,
17787,,,
17788,,,
17789,National Capital Region,77.1072036056237,28.350168699999998
17790,,,
17791,,,
17792,,,
17793,,,
17794,,,
17795,,,
17796,,,
17797,,,
17798,,,
17799,,,
17800,,,
17801,,,
17802,,,
17803,,,
17804,,,
17805,,,
17806,,,
17807,,,
17808,,,
17809,,,
17810,,,
17811,,,
17812,,,
17813,,,
17814,,,
17815,,,
17816,,,
17817,,,
17818,,,
17819,,,
17820,,,
17821,,,
17822,,,
17823,,,
17824,,,
17825,,,
17826,,,
17827,,,
17828,,,
17829,,,
17830,,,
17831,,,
17832,,,
17833,,,
17834,,,
17835,,,
17836,,,
17837,Amsterdam Nederland,4.8924534,52.3730796
17838,,,
17839,,,
17840,,,
17841,,,
17842,,,
17843,,,
17844,,,
17845,,,
17846,,,
17847,,,
17848,Hyderabad India,78.46106473453146,17.38878595
17849,Holt Michigan USA,-84.52253151254968,42.63656105
17850,Bengaluru,77.590082,12.9767936
17851,india,78.6677428,22.3511148
17852,Navi Mumbai India,73.0198537,19.0308262
17853,,,
17854,,,
17855,Denver CO,-104.984862,39.7392364
17856,,,
17857,Mountain View CA,-122.0832101,37.3893889
17858,Chennai India,80.270186,13.0836939
17859,India,78.6677428,22.3511148
17860,New York London Tokyo,,
17861,New York and Toronto,-79.4133747,43.6509269
17862,Kitchener Ontario,-80.4927815,43.451291
17863,Sunny lsles Beach Florida,,
17864,,,
17865,DelhiNCR India,,
17866,,,
17867,USA,-100.445882,39.7837304
17868,,,
17869,Lakeland Fl,-81.9498042,28.0394654
17870,National Capital Region,77.1072036056237,28.350168699999998
17871,,,
17872,India,78.6677428,22.3511148
17873,India,78.6677428,22.3511148
17874,Mount Washington Valley NH,-71.1448155,44.0475144
17875,Chennai India,80.270186,13.0836939
17876,United States,-100.445882,39.7837304
17877,Torrance CA,-118.3406288,33.8358492
17878,Chicago,-87.6244212,41.8755616
17879,,,
17880,Paris New York,2.3780148,48.8507078
17881,,,
17882,,,
17883,Boston MA,-71.060511,42.3554334
17884,Cydonia,-3.8700135,40.3219926
17885,,,
17886,,,
17887,Pakistan,71.247499,30.3308401
17888,Tampa FL,-82.458444,27.9477595
17889,Dallas TX,-96.7968559,32.7762719
17890,Bengaluru India,77.590082,12.9767936
17891,,,
17892,Delhi,77.2219388,28.6517178
17893,New York NY,-74.0060152,40.7127281
17894,,,
17895,New York USA,-74.0060152,40.7127281
17896,,,
17897,Houston TX,-95.3676974,29.7589382
17898,Texas,-98.5456116,31.2638905
17899,Dallas TX,-96.7968559,32.7762719
17900,Bangalore,77.590082,12.9767936
17901,,,
17902,Washington DC,-77.0365427,38.8950368
17903,India,78.6677428,22.3511148
17904,India,78.6677428,22.3511148
17905,,,
17906,,,
17907,Canada,-107.991707,61.0666922
17908,Boston MA,-71.060511,42.3554334
17909,,,
17910,Chennai India,80.270186,13.0836939
17911,,,
17912,San Francisco + New York,-78.5086099,-0.207271
17913,San Francisco CA,-122.419906,37.7790262
17914,UT 3485512982394479,117.1129986,-0.2862341
17915,New YorkMunichTokyoTel Aviv,,
17916,Chennai India,80.270186,13.0836939
17917,UtopiaDystopia USA,,
17918,,,
17919,Bengaluru India,77.590082,12.9767936
17920,Burlington MA,-79.4377991,36.0956918
17921,Denver CO,-104.984862,39.7392364
17922,,,
17923,South Lake Tahoe CA,-119.9843482,38.9332411
17924,,,
17925,New Delhi India,77.2090057,28.6138954
17926,Detroit,-83.0466403,42.3315509
17927,Scottsdale AZ,-111.9260184,33.4942189
17928,San Francisco CA,-122.419906,37.7790262
17929,,,
17930,,,
17931,,,
17932,Bulgaria,25.4856617,42.6073975
17933,San Francisco CA,-122.419906,37.7790262
17934,Florida USA,-81.4639835,27.7567667
17935,Austin TX,-97.7436995,30.2711286
17936,,,
17937,San Francisco,-122.419906,37.7790262
17938,Seattle WA,-122.330062,47.6038321
17939,Nationwide,-1.776962348126316,51.5382464
17940,Morristown NJ,-74.4809868,40.7970382
17941,MD,-76.9382069,39.5162401
17942,Space,149.1305008240921,-35.26562945
17943,New York NY,-74.0060152,40.7127281
17944,,,
17945,Worldwide,-2.2434612,53.5120412
17946,Morristown NJ,-74.4809868,40.7970382
17947,,,
17948,San Francisco Bay Area,-122.3558473,37.7884969
17949,Boston MA,-71.060511,42.3554334
17950,,,
17951,Madison WI,-89.3837613,43.074761
17952,United States,-100.445882,39.7837304
17953,Los Angeles,-118.242766,34.0536909
17954,,,
17955,,,
17956,,,
17957,Worldwide,-2.2434612,53.5120412
17958,,,
17959,San Francisco CA,-122.419906,37.7790262
17960,Charlotte NC,-80.8430827,35.2272086
17961,Worldwide,-2.2434612,53.5120412
17962,,,
17963,Castle Rock CO,-104.8586826,39.3722552
17964,,,
17965,,,
17966,,,
17967,SW Ohio USA,-80.835084,41.2222792
17968,Somewhere in time VA USA,,
17969,Montreal QC,-73.5698065,45.5031824
17970,Navi Mumbai India,73.0198537,19.0308262
17971,The Middle East,-1.634256056779802,52.8062846
17972,Not from Bangalore,,
17973,Jakarta,106.827183,-6.1753942
17974,,,
17975,Reality,1.291119649999992,52.620726950000005
17976,Montreal,-73.5698065,45.5031824
17977,Mumbai India,72.878176,19.0785451
17978,Colombo,79.8541134,6.9387469
17979,Silicon Valley CA,-122.1545229,37.4429964
17980,Bordeaux Paris France,2.319578814759036,48.86476395
17981,Mumbai India,72.878176,19.0785451
17982,India,78.6677428,22.3511148
17983,Frisco TX,-96.8236116,33.1506744
17984,India,78.6677428,22.3511148
17985,Australia,134.755,-24.7761086
17986,New Delhi Delhi,77.2090057,28.6138954
17987,Boston Mass,-71.060511,42.3554334
17988,Mumbai India,72.878176,19.0785451
17989,,,
17990,India,78.6677428,22.3511148
17991,Munster Westfalen,7.6251879,51.9625101
17992,,,
17993,Chennai India,80.270186,13.0836939
17994,New Delhi,77.2090057,28.6138954
17995,San Francisco CA,-122.419906,37.7790262
17996,Dubai United Arab Emirates,55.18853865430702,25.074282349999997
17997,,,
17998,Chennai,80.270186,13.0836939
17999,Mumbai India,72.878176,19.0785451
18000,Chennai India,80.270186,13.0836939
18001,warangal,79.5970954,17.9820644
18002,,,
18003,bhaart,,
18004,Hyderabad Telangana,78.46106473453146,17.38878595
18005,Mumbai India,72.878176,19.0785451
18006,Jaipur India,75.8189817,26.9154576
18007,Pune India,73.8544541,18.521428
18008,Plymouth MI,-93.46651,45.0065149
18009,Pune India,73.8544541,18.521428
18010,,,
18011,Punjab,75.5004841,30.9293211
18012,Hyderabad India,78.46106473453146,17.38878595
18013,Chennai INDIA,80.270186,13.0836939
18014,Dubai United Arab Emirates,55.18853865430702,25.074282349999997
18015,India,78.6677428,22.3511148
18016,Bengaluru India,77.590082,12.9767936
18017,,,
18018,India,78.6677428,22.3511148
18019,Chandigarh India,76.78414567016054,30.72984395
18020,India,78.6677428,22.3511148
18021,India,78.6677428,22.3511148
18022,Global,-79.34914879325001,43.7283874
18023,Rourkela Industrial Township,,
18024,Gurgaon Bangalore,,
18025,India,78.6677428,22.3511148
18026,London Delhi,-0.1215094033828213,51.53811395
18027,Beijing China,116.3912757,39.906217
18028,,,
18029,India,78.6677428,22.3511148
18030,Charlotte NC,-80.8430827,35.2272086
18031,Lucknow India,80.9346001,26.8381
18032,,,
18033,India,78.6677428,22.3511148
18034,India,78.6677428,22.3511148
18035,Barcelona,2.1774322,41.3828939
18036,,,
18037,Bengaluru,77.590082,12.9767936
18038,Ahmadabad City India,72.5797068,23.0216238
18039,India,78.6677428,22.3511148
18040,Chennai India,80.270186,13.0836939
18041,New Delhi,77.2090057,28.6138954
18042,,,
18043,,,
18044,Bengaluru India,77.590082,12.9767936
18045,Chennai India,80.270186,13.0836939
18046,San Francisco CA,-122.419906,37.7790262
18047,Noida,77.3271074,28.5707841
18048,,,
18049,Earth Alpha Quadrant,,
18050,India,78.6677428,22.3511148
18051,New Delhi,77.2090057,28.6138954
18052,Worldwide,-2.2434612,53.5120412
18053,United States,-100.445882,39.7837304
18054,Delhi,77.2219388,28.6517178
18055,,,
18056,Delhi,77.2219388,28.6517178
18057,India,78.6677428,22.3511148
18058,India,78.6677428,22.3511148
18059,bhaart,,
18060,India,78.6677428,22.3511148
18061,India,78.6677428,22.3511148
18062,Mumbai India,72.878176,19.0785451
18063,,,
18064,,,
18065,,,
18066,,,
18067,,,
18068,,,
18069,,,
18070,,,
18071,,,
18072,,,
18073,,,
18074,,,
18075,,,
18076,,,
18077,,,
18078,,,
18079,,,
18080,,,
18081,,,
18082,,,
18083,,,
18084,,,
18085,,,
18086,,,
18087,,,
18088,,,
18089,,,
18090,,,
18091,,,
18092,,,
18093,,,
18094,,,
18095,,,
18096,,,
18097,,,
18098,,,
18099,,,
18100,,,
18101,India,78.6677428,22.3511148
18102,,,
18103,,,
18104,,,
18105,,,
18106,,,
18107,,,
18108,,,
18109,,,
18110,,,
18111,,,
18112,,,
18113,,,
18114,,,
18115,,,
18116,,,
18117,,,
18118,,,
18119,,,
18120,,,
18121,,,
18122,,,
18123,,,
18124,,,
18125,,,
18126,,,
18127,,,
18128,,,
18129,,,
18130,,,
18131,,,
18132,,,
18133,,,
18134,,,
18135,,,
18136,,,
18137,,,
18138,,,
18139,,,
18140,,,
18141,,,
18142,,,
18143,,,
18144,,,
18145,,,
18146,,,
18147,,,
18148,,,
18149,,,
18150,,,
18151,,,
18152,Bangalore India,77.590082,12.9767936
18153,Mumbai,72.878176,19.0785451
18154,,,
18155,,,
18156,,,
18157,,,
18158,,,
18159,,,
18160,,,
18161,,,
18162,,,
18163,,,
18164,,,
18165,,,
18166,,,
18167,,,
18168,,,
18169,,,
18170,,,
18171,,,
18172,,,
18173,,,
18174,,,
18175,,,
18176,,,
18177,,,
18178,,,
18179,,,
18180,,,
18181,,,
18182,,,
18183,,,
18184,,,
18185,,,
18186,,,
18187,,,
18188,,,
18189,,,
18190,,,
18191,,,
18192,,,
18193,,,
18194,,,
18195,,,
18196,,,
18197,,,
18198,,,
18199,,,
18200,,,
18201,,,
18202,,,
18203,,,
18204,,,
18205,,,
18206,,,
18207,India,78.6677428,22.3511148
18208,,,
18209,,,
18210,,,
18211,bhaart,,
18212,Manhattan NY,-73.9598939,40.7896239
18213,,,
18214,,,
18215,,,
18216,,,
18217,,,
18218,,,
18219,,,
18220,,,
18221,,,
18222,,,
18223,,,
18224,,,
18225,,,
18226,,,
18227,,,
18228,,,
18229,,,
18230,,,
18231,,,
18232,,,
18233,,,
18234,,,
18235,,,
18236,,,
18237,,,
18238,,,
18239,,,
18240,,,
18241,,,
18242,,,
18243,,,
18244,,,
18245,,,
18246,,,
18247,,,
18248,,,
18249,,,
18250,,,
18251,,,
18252,,,
18253,,,
18254,,,
18255,,,
18256,,,
18257,,,
18258,,,
18259,,,
18260,,,
18261,,,
18262,,,
18263,,,
18264,,,
18265,,,
18266,,,
18267,,,
18268,,,
18269,,,
18270,New York,-74.0060152,40.7127281
18271,,,
18272,,,
18273,,,
18274,,,
18275,,,
18276,,,
18277,,,
18278,,,
18279,,,
18280,,,
18281,,,
18282,,,
18283,,,
18284,,,
18285,,,
18286,,,
18287,,,
18288,,,
18289,,,
18290,,,
18291,,,
18292,,,
18293,,,
18294,,,
18295,,,
18296,,,
18297,,,
18298,,,
18299,,,
18300,,,
18301,,,
18302,,,
18303,,,
18304,,,
18305,,,
18306,,,
18307,,,
18308,,,
18309,,,
18310,Brighton UK,-0.12693054250074665,50.83891575
18311,USA,-100.445882,39.7837304
18312,New York,-74.0060152,40.7127281
18313,New Delhi India,77.2090057,28.6138954
18314,On your Smartphone Smart TV,,
18315,,,
18316,,,
18317,Pune Maharashtra,73.8544541,18.521428
18318,India,78.6677428,22.3511148
18319,India,78.6677428,22.3511148
18320,Virginia USA,-78.4927721,37.1232245
18321,,,
18322,,,
18323,,,
18324,India,78.6677428,22.3511148
18325,Global HQ,-102.1732905,31.9524685
18326,Chandigarh India,76.78414567016054,30.72984395
18327,United States,-100.445882,39.7837304
18328,Chicago Illinois USA,-87.6244212,41.8755616
18329,Ireland Hungary,19.0522007,47.5027366
18330,Toronto Ontario Canada,-79.3839347,43.6534817
18331,Toronto Ontario,-79.3839347,43.6534817
18332,Ontario CA,-86.000977,50.000678
18333,Unitech Cyber Park Gurugram,77.0558748369136,28.4428641
18334,Worldwide,-2.2434612,53.5120412
18335,New Delhi,77.2090057,28.6138954
18336,Plano Texas,-96.6925096,33.0136764
18337,Worldwide,-2.2434612,53.5120412
18338,Chennai,80.270186,13.0836939
18339,,,
18340,Hicksville NY,-73.5238207,40.7681926
18341,Pune India,73.8544541,18.521428
18342,San Francisco,-122.419906,37.7790262
18343,San Francisco,-122.419906,37.7790262
18344,San Francisco,-122.419906,37.7790262
18345,San Francisco,-122.419906,37.7790262
18346,San Francisco,-122.419906,37.7790262
18347,San Francisco,-122.419906,37.7790262
18348,San Francisco,-122.419906,37.7790262
18349,Iowa,-93.3122705,41.9216734
18350,Amsterdam,4.8924534,52.3730796
18351,United States,-100.445882,39.7837304
18352,Dallas | TX,-96.7968559,32.7762719
18353,,,
18354,United States,-100.445882,39.7837304
18355,Portland Oregon,-122.674194,45.5202471
18356,Manhattan NY,-73.9598939,40.7896239
18357,United States,-100.445882,39.7837304
18358,Poland,19.134422,52.215933
18359,,,
18360,,,
18361,Work USA Home VE,,
18362,,,
18363,Dhaka Bangladesh,90.389015,23.7644025
18364,Worldwide,-2.2434612,53.5120412
18365,,,
18366,,,
18367,Chandigarh~Bangalore,,
18368,Mumbai,72.878176,19.0785451
18369,Global,-79.34914879325001,43.7283874
18370,Bangalore,77.590082,12.9767936
18371,Bengaluru India,77.590082,12.9767936
18372,London UK,-0.12765,51.5073359
18373,On my Hubgets Page,,
18374,Mansfield TX,-97.1416768,32.5631924
18375,,,
18376,,,
18377,Treaty 6,-110.02790564551562,52.9474032
18378,,,
18379,,,
18380,Arizona USA,-111.763275,34.395342
18381,MTL | LDN | LA,,
18382,cyberspace,3.4216678647032372,6.427299
18383,cyberspace,3.4216678647032372,6.427299
18384,Boston MA,-71.060511,42.3554334
18385,Worldwide,-2.2434612,53.5120412
18386,India,78.6677428,22.3511148
18387,<URL>,14.7097993,48.0585783
18388,Canada,-107.991707,61.0666922
18389,Pune India,73.8544541,18.521428
18390,Pune India,73.8544541,18.521428
18391,49567378813426,,
18392,La Jolla CA,-117.2740777,32.8401623
18393,India Bangalore RaipurCG,,
18394,India,78.6677428,22.3511148
18395,Atlanta GA,-84.3902644,33.7489924
18396,,,
18397,Global,-79.34914879325001,43.7283874
18398,Pune India,73.8544541,18.521428
18399,Vijayawada India,80.6185089,16.5087573
18400,Greece,21.9877132,38.9953683
18401,Nasik,73.7902364,20.0112475
18402,Chennai India,80.270186,13.0836939
18403,,,
18404,Pune,73.8544541,18.521428
18405,Manhattan NY,-73.9598939,40.7896239
18406,India,78.6677428,22.3511148
18407,,,
18408,Canada,-107.991707,61.0666922
18409,Coimbatore,76.9628425,11.0018115
18410,,,
18411,,,
18412,HQ Tampa Offices Nationwide,,
18413,Bangalore,77.590082,12.9767936
18414,United States,-100.445882,39.7837304
18415,,,
18416,Woburn MA,-71.1522766,42.4792618
18417,NY,-75.8449946,43.1561681
18418,New York,-74.0060152,40.7127281
18419,India,78.6677428,22.3511148
18420,,,
18421,Hyderabad,78.46106473453146,17.38878595
18422,Burlington Vermont,-73.212906,44.4761601
18423,San Francisco CA,-122.419906,37.7790262
